ID,Name,Team,Current?,Position,Age,Games Played,Minutes/Game,Usage %,Turnover %,Free Throw Attempts,Free Throw %,2-pt Attempts,2-Point %,3-pt Attempts,3-Point %,Effective FG %,True Shooting %,Points per Game,Rebounds per Game,Assists per Game,Steals per Game,Blocks per Game,Turovers per Game,Points + Rebounds,Points + Assists,Points + Rebounds + Assists,Versatility Index,Offensive Rating,Defensive Rating,Team ID,,,Unique team IDs,
230,Miles McBride,Nyk,*,G,24.6,64,24.9,16.8,7,64,0.813,235,0.455,312,0.369,0.511,0.531,9.5,2.5,2.9,1,0.3,0.6,12.1,12.5,15,6.6,117.2,112,11,,,,
231,Nick Richards,Pho,*,C,27.4,36,22.7,17,17.1,73,0.822,232,0.608,1,0,0.605,0.645,9.5,8.6,0.6,0.2,0.8,1.3,18.1,10.1,18.6,6.4,121.8,107.6,8,,,,
232,Tristan Vukcevic,Was,*,F,22.1,35,14.6,25.7,14.8,67,0.776,140,0.586,102,0.373,0.574,0.608,9.4,3.7,1.1,0.3,0.7,1.2,13.1,10.5,14.3,9.2,110.2,109.9,27,,,,
233,Cam Whitmore,Hou,*,F,20.8,51,16.2,23.9,10.2,72,0.75,220,0.518,183,0.355,0.525,0.549,9.4,3,1,0.6,0.3,0.9,12.3,10.3,13.3,7.5,110.9,108.9,26,,,,
234,Anthony Black,Orl,*,G,21.2,78,24.2,19.6,18.3,197,0.761,426,0.469,195,0.318,0.472,0.52,9.4,3,3.1,1.1,0.6,1.8,12.4,12.5,15.5,7.3,102.7,104.9,12,,,,
235,Cole Anthony,Orl,*,G,24.9,67,18.4,24.6,15.9,113,0.823,325,0.471,218,0.353,0.494,0.531,9.4,3,2.9,0.7,0.5,1.5,12.4,12.3,15.3,9.4,105.7,100.6,12,,,,
236,Nickeil Alexander-Walker,Min,*,G,26.6,82,25.3,16,13.8,118,0.78,246,0.524,370,0.381,0.553,0.579,9.4,3.2,2.7,0.6,0.4,1.2,12.6,12.1,15.4,6.8,115.8,109.6,6,,,,
237,Max Strus,Cle,*,G-F,29,50,25.5,14.7,12.6,34,0.824,80,0.65,293,0.386,0.594,0.607,9.4,4.3,3.2,0.5,0.2,1.1,13.8,12.6,16.9,7.9,124.6,108.4,20,,,,
238,Kel'el Ware,Mia,*,C,21,64,22.2,17.2,10.9,67,0.687,353,0.629,111,0.315,0.592,0.603,9.3,7.4,0.9,0.6,1.1,0.9,16.7,10.2,17.6,7.1,117.8,104.8,22,,,,
239,Kevin Porter Jr.,Lac,,G-F,24.9,45,19.6,25.9,17.1,76,0.645,301,0.485,106,0.245,0.455,0.476,9.3,3.6,3.2,1,0.2,1.9,12.9,12.5,16.1,9.7,96.1,104.8,24,,,,
240,Marcus Smart,Was,*,G,31.1,15,18.7,21.5,14.8,35,0.686,58,0.483,51,0.392,0.532,0.563,9.3,1.9,2.5,1.1,0.2,1.3,11.3,11.9,13.8,7.6,108.8,115.6,27,,,,
241,Zach Edey,Mem,*,C,22.9,66,21.5,16.4,16.9,127,0.709,381,0.612,52,0.346,0.6,0.624,9.2,8.3,1,0.5,1.3,1.3,17.5,10.2,18.5,7.9,122.7,101.9,23,,,,
242,Jusuf Nurkic,Cha,*,C,30.6,26,18.1,23,17.4,59,0.627,143,0.566,46,0.283,0.532,0.554,9.2,6.5,2.6,0.7,0.7,1.5,15.7,11.8,18.3,11.9,109.3,103.4,13,,,,
243,AJ Johnson,Was,*,G,20.4,22,27,17,13.8,35,0.886,109,0.486,85,0.247,0.436,0.478,9.1,2.4,3.1,0.5,0.1,1.4,11.5,12.2,14.6,6,98.4,117.6,27,,,,
244,Yves Missi,Nor,*,C,20.9,73,26.8,14.3,14.3,204,0.623,490,0.549,1,0,0.548,0.573,9.1,8.2,1.4,0.5,1.3,1.1,17.3,10.5,18.7,7,119.4,115.5,15,,,,
245,Dalton Knecht,Lal,*,F,24,78,19.2,18.5,6.2,84,0.762,217,0.594,340,0.376,0.576,0.594,9.1,2.8,0.8,0.3,0.1,0.5,11.8,9.9,12.7,5.7,117.4,112.7,4,,,,
246,Noah Clowney,Bro,*,F-C,20.7,46,22.7,19,11,80,0.838,111,0.414,261,0.333,0.474,0.516,9.1,3.9,0.9,0.5,0.5,1,13.1,10,13.9,5.6,102.3,109.3,19,,,,
247,A.J. Lawson,Tor,*,G,24.7,26,18.7,20,7.3,63,0.683,89,0.528,101,0.327,0.508,0.542,9.1,3.3,1.2,0.5,0.2,0.6,12.4,10.3,13.6,7.1,112.7,109.8,25,,,,
248,Caleb Martin,Phi,,F,29.5,31,30.4,14.2,15.6,74,0.622,145,0.469,87,0.379,0.506,0.531,9.1,4.4,2.3,1.1,0.6,1.4,13.5,11.3,15.7,5.9,107.2,115.9,9,,,,
249,Wendell Carter Jr.,Orl,*,C-F,26,68,25.9,16,13.5,175,0.737,333,0.568,158,0.234,0.498,0.544,9.1,7.2,2,0.8,0.6,1.1,16.3,11.1,18.3,7.8,114.7,100.2,12,,,,
250,Royce O'Neale,Pho,*,F,31.9,75,24.5,15.5,10.2,26,0.731,129,0.481,441,0.406,0.58,0.585,9.1,4.7,2.2,0.9,0.5,0.9,13.7,11.2,15.9,7.4,115.5,112.8,8,,,,
251,T.J. McConnell,Ind,*,G,33.1,79,17.9,23.4,14.9,77,0.74,575,0.537,49,0.306,0.531,0.547,9.1,2.4,4.4,1.1,0.3,1.4,11.6,13.6,16,10.2,113,112.2,28,,,,
252,Julian Strawther,Den,*,G,23,65,21.3,17.9,10.5,90,0.822,217,0.535,269,0.349,0.529,0.559,9,2.2,1.3,0.6,0.2,0.9,11.2,10.3,12.5,5.5,108.7,109.6,3,,,,
253,Patrick Williams,Chi,*,F,23.6,63,25,16.9,14.3,83,0.723,244,0.447,272,0.353,0.49,0.512,9,3.8,2,0.8,0.5,1.4,12.7,11,14.7,6.5,99.5,114.7,21,,,,
254,Killian Hayes,Bro,*,G,23.7,6,27.1,15.4,17.2,12,0.833,22,0.455,21,0.381,0.512,0.559,9,3,5.2,0.7,0.7,1.5,12,14.2,17.2,7.7,119.1,113.3,19,,,,
255,Draymond Green,Gol,*,F,35.1,68,29.2,15.9,25.5,146,0.685,263,0.517,246,0.325,0.503,0.534,9,6.1,5.6,1.5,1,2.6,15.1,14.6,20.7,9.2,106.4,102,16,,,,
256,Al Horford,Bos,*,C-F,38.9,60,27.6,13.8,9.1,38,0.895,147,0.551,314,0.363,0.547,0.563,9,6.2,2.1,0.6,0.9,0.8,15.1,11.1,17.3,7.1,120.6,108.8,7,,,,
257,Johnny Juzang,Uta,*,G,24.1,64,19.8,17.6,7,53,0.849,161,0.534,314,0.376,0.554,0.573,8.9,2.9,1.1,0.6,0.1,0.6,11.8,10,12.9,6.2,116.5,114,30,,,,
258,Nick Richards,Cha,,C,27.4,21,21,17.9,22.4,87,0.678,113,0.566,1,0,0.561,0.614,8.9,7.5,1.3,0.3,1.2,1.6,16.4,10.2,17.8,8.4,115.6,105.8,13,,,,
259,Josh Okogie,Cha,*,G,26.6,15,18.3,21.1,13.2,53,0.774,48,0.458,50,0.32,0.469,0.548,8.9,2.7,1.3,1.8,0.5,1,11.6,10.1,12.9,6.9,111.2,110.1,13,,,,
260,Luke Kennard,Mem,*,G,28.8,65,22.6,14.5,14.3,57,0.895,170,0.547,261,0.433,0.609,0.631,8.9,2.8,3.3,0.8,0.1,1.1,11.7,12.2,15,7.7,125.9,115,23,,,,
261,Clint Capela,Atl,*,C,30.9,55,21.4,16.7,10.7,97,0.536,389,0.56,1,0,0.559,0.564,8.9,8.5,1.1,0.6,0.9,0.9,17.4,10,18.5,8.2,119.5,107.8,18,,,,
262,Justin Champagnie,Was,*,G-F,23.8,62,21.6,15.6,11.6,73,0.685,218,0.624,193,0.383,0.601,0.614,8.8,5.7,1,1,0.6,0.9,14.4,9.7,15.4,6.8,118.9,112.6,27,,,,
263,Svi Mykhailiuk,Uta,*,G-F,27.8,38,20,20.3,14.7,35,0.8,99,0.485,203,0.345,0.507,0.526,8.8,2.4,2,0.5,0.2,1.4,11.2,10.8,13.2,7,102.9,119.7,30,,,,
264,Chris Paul,San,*,G,39.9,82,28,14,18.1,92,0.924,212,0.514,371,0.377,0.547,0.58,8.8,3.6,7.4,1.3,0.3,1.6,12.4,16.2,19.8,8.8,125.1,114.1,17,,,,
265,Oshae Brissett,Phi,*,F-G,26.8,6,23.7,16.3,16.9,14,0.571,21,0.619,18,0.333,0.564,0.576,8.7,3.7,0.7,0.7,0.5,1.3,12.3,9.3,13,4.8,104.9,112.5,9,,,,
266,Colby Jones,Was,*,G,22.9,15,25.7,14.7,13.4,35,0.657,64,0.563,39,0.308,0.524,0.553,8.7,4.3,2.5,1.3,0.4,1.1,13,11.2,15.5,7.1,111.8,116.2,27,,,,
267,Kyshawn George,Was,*,F,21.3,68,26.5,15.9,15.1,93,0.753,192,0.464,354,0.322,0.476,0.503,8.7,4.2,2.5,1,0.7,1.4,12.9,11.2,15.4,6.8,99.7,111.5,27,,,,
268,Isaiah Collier,Uta,*,G,20.5,71,25.9,18.8,27.3,154,0.682,386,0.497,169,0.249,0.459,0.494,8.7,3.3,6.3,0.9,0.2,2.9,12,14.9,18.3,8.7,99.4,115.7,30,,,,
269,Dereck Lively II,Dal,*,C,21.2,36,23.1,13.6,17.7,73,0.63,191,0.702,0,0,0.702,0.704,8.7,7.5,2.4,0.6,1.6,1.1,16.2,11.1,18.6,9.3,138.3,105.1,5,,,,
270,Tyrese Martin,Bro,*,F,26.1,60,21.9,18.8,13.7,58,0.793,183,0.492,282,0.351,0.513,0.533,8.7,3.7,2,0.6,0.2,1.2,12.4,10.8,14.4,7.3,105.4,114.4,19,,,,
271,Jaden Hardy,Dal,*,G,22.8,57,15.9,25.3,16.5,86,0.698,217,0.479,197,0.386,0.527,0.549,8.7,1.6,1.4,0.5,0.1,1.4,10.3,10.1,11.7,6.8,98.8,110.7,5,,,,
272,Georges Niang,Cle,,F,31.8,51,20.7,16.5,12.1,29,0.793,123,0.618,225,0.4,0.606,0.617,8.7,3.7,1.3,0.3,0.1,0.9,12.4,10,13.7,6.7,116.8,103.5,20,,,,
273,Dante Exum,Dal,*,G,29.8,20,18.6,19.6,14.1,31,0.742,81,0.506,53,0.434,0.563,0.589,8.7,1.7,2.8,0.6,0.2,1.1,10.4,11.5,13.2,7.4,115.8,111.8,5,,,,
274,Marcus Smart,Mem,,G,31.1,19,21.1,20,19.1,36,0.833,58,0.414,90,0.322,0.456,0.504,8.7,2.3,3.7,1.2,0.3,1.8,10.9,12.4,14.7,8,104.7,110.4,23,,,,
275,Kentavious Caldwell-Pope,Orl,*,G,32.2,77,29.6,12.4,10.2,95,0.863,214,0.589,330,0.342,0.543,0.574,8.7,2.2,1.8,1.3,0.4,0.8,10.9,10.5,12.7,4.4,115,109.3,12,,,,
276,Jonas Valanciunas,Sac,*,C,32.9,32,16.9,20.9,13.5,59,0.847,195,0.579,10,0.1,0.559,0.604,8.7,7,1.8,0.5,0.6,1,15.7,10.5,17.4,11.3,124.5,98.7,14,,,,
277,Lester Quinones,Nor,*,G,24.4,9,18.5,21.6,12.4,12,0.833,29,0.483,41,0.317,0.479,0.511,8.6,1.7,2.6,0.3,0.2,1.1,10.2,11.1,12.8,7.3,104.6,114.8,15,,,,
278,Ja'Kobe Walter,Tor,*,G,20.6,52,21.2,18.2,11.3,83,0.795,207,0.454,186,0.349,0.487,0.523,8.6,3.1,1.6,0.8,0.2,1,11.7,10.2,13.3,6.6,107.4,111.1,25,,,,
279,Matas Buzelis,Chi,*,F,20.5,80,18.9,18.7,11.8,108,0.815,289,0.54,266,0.361,0.541,0.571,8.6,3.5,1,0.4,0.9,0.9,12.1,9.6,13.1,6.6,108.3,111.5,21,,,,
280,Jaime Jaquez Jr.,Mia,*,G,24.2,66,20.7,20.2,17.5,142,0.754,343,0.513,119,0.311,0.501,0.543,8.6,4.4,2.5,0.9,0.2,1.5,13,11.2,15.5,8.8,108.4,109,22,,,,
281,Zach Collins,Chi,*,F-C,27.4,28,19.7,17.1,17.8,43,0.884,110,0.673,60,0.3,0.594,0.635,8.6,6.7,2.1,0.5,0.5,1.3,15.3,10.7,17.4,10,124.5,105.9,21,,,,
282,Jusuf Nurkic,Pho,,C,30.6,25,23.7,18.7,25.9,69,0.696,104,0.529,59,0.322,0.512,0.556,8.6,9.2,1.9,0.9,0.6,2.3,17.8,10.5,19.6,9,101.3,102.2,8,,,,
283,Max Christie,Lal,,G,22.2,46,25.1,13.9,11.9,87,0.851,125,0.544,163,0.368,0.549,0.598,8.5,2.7,1.4,0.8,0.5,0.8,11.2,9.9,12.6,5.1,117.3,112.9,4,,,,
284,Sam Hauser,Bos,*,F,27.3,71,21.7,14.3,4.6,11,1,75,0.64,399,0.416,0.627,0.632,8.5,3.2,0.9,0.6,0.2,0.3,11.7,9.4,12.6,5.4,127.9,109.5,7,,,,
285,Larry Nance Jr.,Atl,*,F-C,32.3,24,19.3,15.7,9.3,13,0.692,79,0.582,76,0.447,0.626,0.632,8.5,4.3,1.6,0.8,0.5,0.7,12.8,10,14.3,8,124.2,110.2,18,,,,
286,Cason Wallace,Okc,*,G,21.4,68,27.6,12.8,10.8,37,0.811,281,0.562,208,0.356,0.55,0.562,8.4,3.4,2.5,1.8,0.5,0.9,11.7,10.9,14.3,6,117.8,104.9,1,,,,
287,Jaylen Nowell,Nor,*,G,25.8,8,21,21.6,9.8,11,0.636,46,0.391,27,0.296,0.411,0.43,8.4,2.5,2.3,0.1,0.5,1,10.9,10.6,13.1,6.9,94.3,121.6,15,,,,
288,Bruce Brown,Tor,,G-F,28.7,18,19.6,19.3,12.6,29,0.897,95,0.484,36,0.306,0.477,0.525,8.4,3.8,1.6,0.9,0.2,1.1,12.2,9.9,13.7,7.6,106,110.2,25,,,,
289,Keon Ellis,Sac,*,G,25.3,80,24.4,12.7,13.3,86,0.849,143,0.615,321,0.433,0.639,0.664,8.3,2.7,1.5,1.5,0.8,0.9,11,9.8,12.5,5.3,125.2,109.7,14,,,,
290,Dalano Banton,Por,*,F,25.4,67,16.7,24.1,14.5,125,0.728,285,0.442,222,0.324,0.462,0.497,8.3,2,2.4,0.6,0.5,1.3,10.4,10.7,12.7,8.2,103.2,114.7,29,,,,
291,Brandon Williams,Dal,*,G,25.4,33,14.8,22.6,17.2,66,0.833,128,0.578,60,0.4,0.585,0.634,8.3,1.8,2.3,0.7,0.2,1.2,10.1,10.6,12.4,8.8,119.6,112.9,5,,,,
292,Brandon Clarke,Mem,*,F,28.6,64,18.9,15.4,9.7,87,0.701,363,0.647,17,0.059,0.622,0.638,8.3,5.1,1,0.8,0.6,0.6,13.4,9.4,14.5,7.4,130.1,103.7,23,,,,
293,Jalen Smith,Chi,*,F-C,25.1,64,15,21,8.3,89,0.809,186,0.634,222,0.324,0.554,0.586,8.2,5.6,1,0.3,0.7,0.6,13.8,9.2,14.8,9.5,120.2,106.4,21,,,,
294,Bruce Brown,Nor,*,G-F,28.7,23,24.7,15.9,10.1,36,0.75,133,0.429,45,0.356,0.455,0.488,8.2,4.2,2.4,0.7,0.3,0.9,12.4,10.7,14.8,7.1,106.7,116,15,,,,
295,Taurean Prince,Mil,*,F,31.1,80,27.1,12.5,13.8,48,0.813,179,0.492,335,0.439,0.6,0.613,8.2,3.6,1.9,1,0.2,1,11.8,10.1,13.7,5.6,114,108.9,2,,,,
296,Mike Conley,Min,*,G,37.5,71,24.7,14.4,13.8,90,0.9,158,0.38,310,0.41,0.535,0.573,8.2,2.6,4.5,1.1,0.2,1.1,10.8,12.7,15.3,7.4,124.7,109.3,6,,,,
297,Quinten Post,Gol,*,C,25.1,42,16.3,19.6,10.7,27,0.778,95,0.526,179,0.408,0.582,0.595,8.1,3.5,1.3,0.4,0.4,0.8,11.6,9.4,13,8.2,115.6,102.6,16,,,,
298,Peyton Watson,Den,*,G,22.6,68,24.4,13.9,11.6,137,0.693,292,0.534,136,0.353,0.533,0.564,8.1,3.4,1.4,0.7,1.4,0.8,11.5,9.5,12.9,5.5,112.8,112.5,3,,,,
299,Orlando Robinson,Tor,*,C,24.8,35,20.4,18.6,15.6,63,0.794,197,0.472,47,0.34,0.48,0.523,8.1,5.9,1.9,0.4,0.4,1.3,14,10.1,15.9,8.8,109.7,104.5,25,,,,
300,Tyson Etienne,Bro,*,G,20,7,21.6,18.6,13.3,10,0.8,8,0.5,44,0.295,0.452,0.488,7.9,1.3,1.7,0.4,0.1,1.1,9.1,9.6,10.9,4.8,97.8,111.1,19,,,,
301,Day'Ron Sharpe,Bro,*,C,23.4,50,18.2,19.8,16.6,74,0.757,272,0.566,45,0.244,0.538,0.568,7.9,6.6,1.8,0.8,0.8,1.3,14.5,9.8,16.4,10,116.8,103.1,19,,,,
302,Kevin Huerter,Sac,,G-F,26.6,43,20.9,17.2,10.7,28,0.714,105,0.629,205,0.302,0.513,0.524,7.9,2.8,1.7,0.8,0.4,0.9,10.7,9.6,12.4,6.4,105.9,111.6,14,,,,
303,Dorian Finney-Smith,Lal,*,F,31.9,43,28.9,11.4,12.1,21,0.714,70,0.571,206,0.398,0.591,0.598,7.9,3.6,1.4,0.9,0.3,0.9,11.6,9.3,12.9,4.7,116.4,112.4,4,,,,
304,Jalen Hood-Schifino,Phi,*,G,21.8,13,23.1,17.7,14.9,19,0.842,51,0.431,46,0.304,0.443,0.484,7.8,2,2.8,0.4,0.5,1.3,9.8,10.6,12.6,6.1,99,116.9,9,,,,
305,KJ Simpson,Cha,*,G,22.7,36,23.4,19.1,15.7,50,0.82,171,0.415,130,0.254,0.4,0.437,7.8,3,3.1,0.9,0.2,1.6,10.9,10.9,14,7.1,95.1,114.5,13,,,,
306,Cody Martin,Cha,,F,29.5,39,24.8,14.6,13.5,49,0.694,144,0.528,124,0.323,0.507,0.528,7.8,4.5,2.3,1.1,0.7,1.1,12.4,10.1,14.6,7,108.6,111.5,13,,,,
307,Karlo Matkovic,Nor,*,F-C,24,42,18.8,15.9,15.4,44,0.773,169,0.675,66,0.318,0.619,0.639,7.7,5,1.1,0.5,1,1,12.7,8.8,13.8,7.4,119.1,108.1,15,,,,
308,Oscar Tshiebwe,Uta,*,F-C,25.4,14,18.2,15.3,12.4,31,0.742,70,0.6,0,0,0.6,0.64,7.6,8.7,0.6,0.9,0.1,0.7,16.4,8.3,17,7.5,132.7,107.7,30,,,,
309,Lonzo Ball,Chi,*,G,27.5,35,22.2,15.9,14.4,27,0.815,48,0.458,195,0.344,0.504,0.524,7.6,3.4,3.3,1.3,0.5,1.2,11,10.9,14.3,7.9,109.5,111.3,21,,,,
310,Matisse Thybulle,Por,*,G-F,28.1,15,20.8,14.3,12.8,15,0.467,40,0.525,48,0.438,0.597,0.592,7.5,3.5,1.9,2.2,0.6,0.9,10.9,9.3,12.8,7.1,118.9,110.8,29,,,,
311,Garrison Mathews,Atl,*,G,28.5,47,17.6,15.9,10.8,78,0.821,38,0.447,219,0.388,0.562,0.606,7.5,1.9,1.3,0.6,0.3,0.7,9.4,8.8,10.6,6,119.1,111.3,18,,,,
312,Vasilije Micic,Cha,,G,31.2,36,21.2,20.3,21.3,41,0.829,148,0.338,125,0.36,0.43,0.462,7.5,2.4,3.5,0.4,0,2.1,9.9,11,13.4,7.5,93,116.7,13,,,,
313,Cole Swider,Tor,*,F,25.9,8,19.6,16.7,6.5,1,0,16,0.438,42,0.357,0.509,0.505,7.4,3.1,0.3,0.5,0.3,0.5,10.5,7.6,10.8,3.9,99.4,112.4,25,,,,
314,A.J. Green,Mil,*,G,25.5,73,22.7,12.6,8.6,27,0.815,61,0.443,363,0.427,0.612,0.621,7.4,2.4,1.5,0.5,0.1,0.5,9.8,8.9,11.3,5.3,119.4,108.3,2,,,,
315,Josh Green,Cha,*,G,24.4,68,27.8,11.8,14.2,72,0.681,173,0.48,248,0.391,0.543,0.559,7.4,2.5,1.6,1.1,0.2,1,10,9,11.6,4.5,108.8,112.9,13,,,,
316,Shake Milton,Bro,,G,28.5,27,18.2,17,11.3,33,0.758,85,0.529,72,0.389,0.554,0.58,7.4,1.9,2.4,0.6,0,0.7,9.3,9.7,11.6,7.1,119.7,112.4,19,,,,
317,Richaun Holmes,Was,*,F,31.5,31,17.2,14.7,13.1,60,0.833,136,0.662,3,0,0.647,0.695,7.4,5.7,1.4,0.3,0.7,0.7,13.1,8.8,14.5,9.1,138.9,111.9,27,,,,
318,Damion Baugh,Cha,*,G,24.7,15,24.7,19.2,19.2,15,0.867,74,0.405,56,0.214,0.369,0.399,7.3,3.3,3.7,1,0.1,2.1,10.6,11,14.3,7.2,86.9,114.9,13,,,,
319,Ricky Council IV,Phi,*,G,23.7,73,17.1,20.3,10.1,153,0.804,250,0.488,213,0.258,0.442,0.502,7.3,2.9,1.3,0.4,0.2,0.7,10.2,8.6,11.5,7.1,106.1,116.9,9,,,,
320,Jake LaRavia,Mem,,F,23.4,47,20.9,14.5,22.2,96,0.698,151,0.517,90,0.444,0.573,0.605,7.3,4.4,2.8,0.9,0.4,1.5,11.7,10.1,14.5,8.6,118.2,107.3,23,,,,
321,Andre Drummond,Phi,*,C,31.7,40,18.8,19.1,19,90,0.622,214,0.533,20,0.15,0.506,0.535,7.3,7.8,0.9,1,0.5,1.4,15.1,8.2,15.9,7.9,107.6,102.8,9,,,,
322,Alec Burks,Mia,*,G,33.7,49,17.6,16.5,9.7,49,0.776,64,0.422,207,0.425,0.587,0.608,7.3,2.5,1.1,0.6,0.1,0.6,9.8,8.4,10.9,6.2,116.8,112.3,22,,,,
323,Colin Castleton,Tor,*,C,24.9,11,26.2,13.5,24.6,18,0.722,56,0.536,8,0.25,0.516,0.549,7.2,6.9,1.6,0.5,0.7,1.9,14.1,8.8,15.7,6.6,104.8,107.5,25,,,,
324,Tristan da Silva,Orl,*,F,23.9,74,22,15.2,10.4,63,0.873,244,0.488,239,0.335,0.495,0.522,7.2,3.3,1.5,0.4,0.2,0.8,10.5,8.7,12,6,109.2,109.7,12,,,,
325,Nae'Qwan Tomlin,Cle,*,F,24.3,5,12.7,26,5.8,11,0.727,22,0.5,10,0.2,0.438,0.489,7.2,4.2,0.4,0,0.2,0.4,11.4,7.6,11.8,7.2,111.1,101,20,,,,
326,GG Jackson,Mem,*,F,20.3,29,15.8,21.8,13.5,40,0.725,104,0.404,95,0.337,0.452,0.482,7.2,3.2,1,0.4,0.2,1.1,10.4,8.2,11.4,7.2,98.1,111.4,23,,,,
327,Daeqwon Plowden,Atl,*,G-F,26.6,6,11.9,17.1,13.6,2,1,8,0.875,17,0.529,0.82,0.831,7.2,1.8,0.3,0,0,0.7,9,7.5,9.3,5.3,134.3,108.4,18,,,,
328,Bones Hyland,Lac,,G,24.6,20,11.1,29.4,17.3,26,0.885,34,0.412,80,0.388,0.531,0.574,7.2,1.2,1.4,0.9,0.2,1.2,8.4,8.6,9.8,8.3,105.9,100.2,24,,,,
329,Vit Krejci,Atl,*,G,24.8,57,20.2,12.9,14.6,45,0.711,86,0.64,206,0.437,0.651,0.661,7.2,2.7,2.6,0.6,0.5,0.9,10,9.8,12.5,7.3,126.1,111.3,18,,,,
330,Sam Merrill,Cle,*,G,28.9,71,19.7,14.3,7.6,29,0.966,56,0.625,368,0.372,0.567,0.583,7.2,2.2,1.5,0.7,0.2,0.5,9.4,8.7,10.9,5.8,121.5,108,20,,,,
331,Goga Bitadze,Orl,*,C-F,25.7,70,20.4,14.4,17.5,133,0.639,311,0.656,28,0.107,0.615,0.631,7.2,6.6,2,0.7,1.4,1,13.8,9.1,15.7,8.9,126.5,100.3,12,,,,
332,Jamison Battle,Tor,*,F,23.9,59,17.7,15.3,7.2,18,0.889,88,0.5,259,0.405,0.581,0.59,7.1,2.7,0.9,0.3,0.2,0.5,9.8,8,10.7,5.8,117.4,111.3,25,,,,
333,Jamal Shead,Tor,*,G,22.7,75,19.6,18.6,18.8,69,0.768,281,0.47,223,0.323,0.476,0.499,7.1,1.5,4.2,0.8,0.1,1.6,8.6,11.3,12.9,7.2,103.8,109.7,25,,,,
334,Alex Caruso,Okc,*,G,31.1,54,19.3,15.2,10.5,51,0.824,144,0.556,170,0.353,0.541,0.568,7.1,2.9,2.5,1.6,0.6,0.7,10,9.6,12.6,7.7,121.6,100.3,1,,,,
335,Kelly Olynyk,Tor,,F-C,34,24,16,18.8,22.8,43,0.791,75,0.533,43,0.442,0.581,0.624,7.1,3.7,2.3,0.7,0.3,1.5,10.8,9.5,13.2,9.8,114.6,100.7,25,,,,
336,Jaylen Sims,Cha,*,G,20,6,18.6,16.2,22,15,0.8,13,0.462,15,0.4,0.536,0.607,7,1,2,0.5,0.2,1.3,8,9,10,5.2,113.1,114.5,13,,,,
337,Marcus Garrett,Cha,*,G,26.4,4,19.9,18.6,18,4,0.75,19,0.421,8,0.375,0.463,0.487,7,1.5,3.3,0.8,0.5,1.5,8.5,10.3,11.8,6.6,99.1,108.5,13,,,,
338,Isaiah Jackson,Ind,*,F,23.3,5,16.8,17.6,17.7,14,0.5,23,0.609,0,0,0.609,0.6,7,5.6,1,0.6,1.6,1,12.6,8,13.6,8.1,119.2,98.2,28,,,,
339,Jeff Dowtin Jr.,Phi,*,G,27.9,41,15.1,18.6,6.1,45,0.733,160,0.525,70,0.4,0.548,0.57,7,1.5,1.9,0.6,0.3,0.4,8.4,8.9,10.3,7.2,122,118.7,9,,,,
340,Ryan Dunn,Pho,*,F,22.3,74,19.1,16.7,7.7,39,0.487,213,0.577,264,0.311,0.516,0.517,6.9,3.6,0.8,0.6,0.5,0.5,10.5,7.7,11.3,5.7,107.3,110.5,8,,,,
341,Antonio Reeves,Nor,*,G,22.4,44,15,18.8,10.8,35,0.8,119,0.521,129,0.395,0.558,0.579,6.9,1.4,0.9,0.5,0.1,0.7,8.4,7.8,9.3,5.5,111,119.9,15,,,,
342,Jay Huff,Mem,*,C,27.6,64,11.7,19.6,10,56,0.786,105,0.724,200,0.405,0.648,0.666,6.9,2,0.6,0.3,0.9,0.5,8.9,7.5,9.5,6.9,125.5,107.5,23,,,,
343,Jared Butler,Was,,G,24.6,32,11.3,26.1,14.1,45,0.778,135,0.519,41,0.366,0.526,0.562,6.9,1.3,2.6,0.4,0.2,0.9,8.2,9.4,10.7,10.1,114.6,113.8,27,,,,
344,Chuma Okeke,Phi,,F,26.7,7,24.5,9.5,8.3,3,0.667,11,0.727,22,0.455,0.697,0.699,6.9,6.1,1.9,0.7,0.4,0.4,13,8.7,14.9,7,150.9,119.4,9,,,,
345,Torrey Craig,Chi,,F,34.3,9,12.5,17.3,0,4,0.75,10,0.7,35,0.429,0.656,0.663,6.9,2.8,0.6,0.2,0.1,0,9.7,7.4,10.2,7.2,138.1,106.3,21,,,,
346,Thomas Bryant,Ind,*,C-F,27.7,56,15.1,17.6,8.7,53,0.83,162,0.673,131,0.321,0.587,0.613,6.9,3.9,0.9,0.5,0.6,0.5,10.8,7.8,11.7,7.7,125,109.3,28,,,,
347,Cameron Payne,Nyk,*,G,30.7,72,15.1,20.8,10.4,54,0.907,190,0.453,256,0.363,0.506,0.532,6.9,1.4,2.8,0.5,0.2,0.7,8.4,9.8,11.2,8,115.1,108.2,11,,,,
348,Jaxson Hayes,Lal,*,C-F,24.9,56,19.5,12.4,16.1,98,0.622,220,0.732,3,0,0.722,0.72,6.8,4.8,1,0.6,0.9,0.8,11.6,7.9,12.7,6.6,134.6,103.3,4,,,,
349,Bol Bol,Pho,*,C-F,25.4,36,12.5,21.1,9.8,26,0.769,90,0.711,93,0.344,0.612,0.627,6.8,2.9,0.6,0.3,0.7,0.6,9.7,7.4,10.3,7.3,116.8,117.2,8,,,,
